Entity,Code,Year,Annual CO2 emissions (per capita)
Turkmenistan,TKM,1990,8.5139
Turkmenistan,TKM,1991,8.6343
Turkmenistan,TKM,1992,8.204
Turkmenistan,TKM,1993,6.8606
Turkmenistan,TKM,1994,8.1269
Turkmenistan,TKM,1995,8.0644
Turkmenistan,TKM,1996,7.1384
Turkmenistan,TKM,1997,7.0162
Turkmenistan,TKM,1998,7.2563
Turkmenistan,TKM,1999,8.4202
Turkmenistan,TKM,2000,8.2961
Turkmenistan,TKM,2001,8.326
Turkmenistan,TKM,2002,8.6529
Turkmenistan,TKM,2003,9.5625
Turkmenistan,TKM,2004,9.8751
Turkmenistan,TKM,2005,10.1443
Turkmenistan,TKM,2006,10.2644
Turkmenistan,TKM,2007,11.4761
Turkmenistan,TKM,2008,11.4809
Turkmenistan,TKM,2009,10.018
Turkmenistan,TKM,2010,11.2262
Turkmenistan,TKM,2011,12.0182
Turkmenistan,TKM,2012,12.2504
Turkmenistan,TKM,2013,12.3687
Turkmenistan,TKM,2014,12.4459
Turkmenistan,TKM,2015,12.6194
Turkmenistan,TKM,2016,12.3913
Turkmenistan,TKM,2017,12.1979
Turkmenistan,TKM,2018,12.0404
Turkmenistan,TKM,2019,12.8437
Turkmenistan,TKM,2020,12.4914
Turks and Caicos Islands,TCA,1990,2.4195
Turks and Caicos Islands,TCA,1991,2.2873
Turks and Caicos Islands,TCA,1992,2.4178
Turks and Caicos Islands,TCA,1993,2.7746
Turks and Caicos Islands,TCA,1994,2.8553
Turks and Caicos Islands,TCA,1995,2.9364
Turks and Caicos Islands,TCA,1996,2.8135
Turks and Caicos Islands,TCA,1997,3.1288
Turks and Caicos Islands,TCA,1998,3.2162
Turks and Caicos Islands,TCA,1999,3.4586
Turks and Caicos Islands,TCA,2000,3.4513
Turks and Caicos Islands,TCA,2001,3.3961
Turks and Caicos Islands,TCA,2002,4.2586
Turks and Caicos Islands,TCA,2003,4.1024
Turks and Caicos Islands,TCA,2004,3.8411
Turks and Caicos Islands,TCA,2005,4.2906
Turks and Caicos Islands,TCA,2006,4.8614
Turks and Caicos Islands,TCA,2007,5.4267
Turks and Caicos Islands,TCA,2008,5.5195
Turks and Caicos Islands,TCA,2009,5.6223
Turks and Caicos Islands,TCA,2010,5.6097
Turks and Caicos Islands,TCA,2011,5.4898
Turks and Caicos Islands,TCA,2012,5.3776
Turks and Caicos Islands,TCA,2013,5.38
Turks and Caicos Islands,TCA,2014,5.5937
Turks and Caicos Islands,TCA,2015,5.7029
Turks and Caicos Islands,TCA,2016,5.9132
Turks and Caicos Islands,TCA,2017,6.2192
Turks and Caicos Islands,TCA,2018,6.2255
Turks and Caicos Islands,TCA,2019,5.9926
Turks and Caicos Islands,TCA,2020,5.2313
Tuvalu,TUV,1990,1.2337
Tuvalu,TUV,1991,0.813
Tuvalu,TUV,1992,0.8044
Tuvalu,TUV,1993,0.797
Tuvalu,TUV,1994,0.7914
Tuvalu,TUV,1995,1.1822
Tuvalu,TUV,1996,0.7865
Tuvalu,TUV,1997,0.7856
Tuvalu,TUV,1998,1.1779
Tuvalu,TUV,1999,0.3921
Tuvalu,TUV,2000,0.7802
Tuvalu,TUV,2001,1.1597
Tuvalu,TUV,2002,1.1458
Tuvalu,TUV,2003,1.1304
Tuvalu,TUV,2004,1.1136
Tuvalu,TUV,2005,0.733
Tuvalu,TUV,2006,1.0864
Tuvalu,TUV,2007,1.0756
Tuvalu,TUV,2008,1.0656
Tuvalu,TUV,2009,1.0556
Tuvalu,TUV,2010,1.0448
Tuvalu,TUV,2011,1.0344
Tuvalu,TUV,2012,1.0231
Tuvalu,TUV,2013,1.0132
Tuvalu,TUV,2014,0.6678
Tuvalu,TUV,2015,0.6602
Tuvalu,TUV,2016,0.6524
Tuvalu,TUV,2017,0.6448
Tuvalu,TUV,2018,0.6369
Tuvalu,TUV,2019,0.648
Tuvalu,TUV,2020,0.6415
Uganda,UGA,1950,0.0206
Uganda,UGA,1951,0.0262
Uganda,UGA,1952,0.0262
Uganda,UGA,1953,0.0373
Uganda,UGA,1954,0.0383
Uganda,UGA,1955,0.0448
Uganda,UGA,1956,0.0436
Uganda,UGA,1957,0.0448
Uganda,UGA,1958,0.0459
Uganda,UGA,1959,0.063
Uganda,UGA,1960,0.0622
Uganda,UGA,1961,0.0582
Uganda,UGA,1962,0.0594
Uganda,UGA,1963,0.0579
Uganda,UGA,1964,0.0636
Uganda,UGA,1965,0.0784
Uganda,UGA,1966,0.0886
Uganda,UGA,1967,0.0946
Uganda,UGA,1968,0.111
Uganda,UGA,1969,0.1288
Uganda,UGA,1970,0.1534
Uganda,UGA,1971,0.1487
Uganda,UGA,1972,0.1388
Uganda,UGA,1973,0.1155
Uganda,UGA,1974,0.1138
Uganda,UGA,1975,0.1051
Uganda,UGA,1976,0.0892
Uganda,UGA,1977,0.0705
Uganda,UGA,1978,0.0594
Uganda,UGA,1979,0.0556
Uganda,UGA,1980,0.0503
Uganda,UGA,1981,0.0411
Uganda,UGA,1982,0.0412
Uganda,UGA,1983,0.045
Uganda,UGA,1984,0.0412
Uganda,UGA,1985,0.0424
Uganda,UGA,1986,0.0466
Uganda,UGA,1987,0.0492
Uganda,UGA,1988,0.0533
Uganda,UGA,1989,0.0478
Uganda,UGA,1990,0.0438
Uganda,UGA,1991,0.0434
Uganda,UGA,1992,0.043
Uganda,UGA,1993,0.0416
Uganda,UGA,1994,0.0358
Uganda,UGA,1995,0.0453
Uganda,UGA,1996,0.0484
Uganda,UGA,1997,0.049
Uganda,UGA,1998,0.0542
Uganda,UGA,1999,0.0547
Uganda,UGA,2000,0.0575
Uganda,UGA,2001,0.0581
Uganda,UGA,2002,0.0575
Uganda,UGA,2003,0.0582
Uganda,UGA,2004,0.0599
Uganda,UGA,2005,0.0729
Uganda,UGA,2006,0.0834
Uganda,UGA,2007,0.0919
Uganda,UGA,2008,0.0913
Uganda,UGA,2009,0.0955
Uganda,UGA,2010,0.1101
Uganda,UGA,2011,0.1142
Uganda,UGA,2012,0.105
Uganda,UGA,2013,0.1052
Uganda,UGA,2014,0.1108
Uganda,UGA,2015,0.1184
Uganda,UGA,2016,0.1208
Uganda,UGA,2017,0.1305
Uganda,UGA,2018,0.1287
Uganda,UGA,2019,0.1292
Uganda,UGA,2020,0.107
Ukraine,UKR,1830,0.0003
Ukraine,UKR,1831,0.0003
Ukraine,UKR,1832,0.0002
Ukraine,UKR,1833,0.0003
Ukraine,UKR,1850,0.0015
Ukraine,UKR,1855,0.0043
Ukraine,UKR,1858,0.0059
Ukraine,UKR,1859,0.0062
Ukraine,UKR,1860,0.0081
Ukraine,UKR,1861,0.0102
Ukraine,UKR,1862,0.0091
Ukraine,UKR,1863,0.0095
Ukraine,UKR,1864,0.0105
Ukraine,UKR,1865,0.01
Ukraine,UKR,1866,0.0312
Ukraine,UKR,1867,0.0354
Ukraine,UKR,1868,0.0292
Ukraine,UKR,1869,0.0393
Ukraine,UKR,1870,0.0422
Ukraine,UKR,1871,0.0564
Ukraine,UKR,1872,0.0574
Ukraine,UKR,1873,0.0534
Ukraine,UKR,1874,0.0642
Ukraine,UKR,1875,0.0732
Ukraine,UKR,1876,0.0901
Ukraine,UKR,1877,0.0911
Ukraine,UKR,1878,0.1179
Ukraine,UKR,1879,0.1199
Ukraine,UKR,1880,0.1393
Ukraine,UKR,1881,0.1454
Ukraine,UKR,1882,0.1517
Ukraine,UKR,1883,0.1711
Ukraine,UKR,1884,0.1721
Ukraine,UKR,1885,0.1857
Ukraine,UKR,1886,0.1887
Ukraine,UKR,1887,0.1978
Ukraine,UKR,1888,0.2045
Ukraine,UKR,1889,0.2188
Ukraine,UKR,1890,0.2454
Ukraine,UKR,1891,0.2678
Ukraine,UKR,1892,0.2808
Ukraine,UKR,1893,0.3261
Ukraine,UKR,1894,0.329
Ukraine,UKR,1895,0.3746
Ukraine,UKR,1896,0.3778
Ukraine,UKR,1897,0.4328
Ukraine,UKR,1898,0.4809
Ukraine,UKR,1899,0.5527
Ukraine,UKR,1900,0.6203
Ukraine,UKR,1901,0.6309
Ukraine,UKR,1902,0.6038
Ukraine,UKR,1903,0.5851
Ukraine,UKR,1904,0.645
Ukraine,UKR,1905,0.5704
Ukraine,UKR,1906,0.6446
Ukraine,UKR,1907,0.7153
Ukraine,UKR,1908,0.7131
Ukraine,UKR,1909,0.7458
Ukraine,UKR,1910,0.7246
Ukraine,UKR,1911,0.7443
Ukraine,UKR,1912,0.8353
Ukraine,UKR,1913,0.899
Ukraine,UKR,1914,0.8039
Ukraine,UKR,1915,0.7311
Ukraine,UKR,1916,0.772
Ukraine,UKR,1917,0.7039
Ukraine,UKR,1918,0.2782
Ukraine,UKR,1919,0.2354
Ukraine,UKR,1920,0.2127
Ukraine,UKR,1921,0.2286
Ukraine,UKR,1922,0.2763
Ukraine,UKR,1923,0.3024
Ukraine,UKR,1924,0.357
Ukraine,UKR,1925,0.3492
Ukraine,UKR,1926,0.5013
Ukraine,UKR,1927,0.6176
Ukraine,UKR,1928,0.6798
Ukraine,UKR,1929,0.7255
Ukraine,UKR,1930,0.9774
Ukraine,UKR,1931,1.1635
Ukraine,UKR,1932,1.2989
Ukraine,UKR,1933,1.4384
Ukraine,UKR,1934,1.7241
Ukraine,UKR,1935,1.9338
Ukraine,UKR,1936,2.1973
Ukraine,UKR,1937,2.2264
Ukraine,UKR,1938,2.3285
Ukraine,UKR,1939,2.3357
Ukraine,UKR,1940,2.7749
Ukraine,UKR,1941,2.4156
Ukraine,UKR,1942,1.3013
Ukraine,UKR,1943,1.3457
Ukraine,UKR,1944,1.9338
Ukraine,UKR,1945,2.0288
Ukraine,UKR,1946,2.2594
Ukraine,UKR,1947,2.6961
Ukraine,UKR,1948,2.8429
Ukraine,UKR,1949,3.1986
Ukraine,UKR,1950,3.5249
Ukraine,UKR,1951,3.768
Ukraine,UKR,1952,3.9776
Ukraine,UKR,1953,4.148
Ukraine,UKR,1954,4.4666
Ukraine,UKR,1955,4.9954
Ukraine,UKR,1956,5.4041
Ukraine,UKR,1957,5.8374
Ukraine,UKR,1958,6.1519
Ukraine,UKR,1959,6.3868
Ukraine,UKR,1960,6.5657
Ukraine,UKR,1961,6.6847
Ukraine,UKR,1962,6.9265
Ukraine,UKR,1963,7.3374
Ukraine,UKR,1964,7.7139
Ukraine,UKR,1965,8.0973
Ukraine,UKR,1966,8.4713
Ukraine,UKR,1967,8.7838
Ukraine,UKR,1968,8.9613
Ukraine,UKR,1969,9.2645
Ukraine,UKR,1970,9.6746
Ukraine,UKR,1971,10.1909
Ukraine,UKR,1972,10.644
Ukraine,UKR,1973,11.0136
Ukraine,UKR,1974,11.3546
Ukraine,UKR,1975,11.8606
Ukraine,UKR,1976,12.2473
Ukraine,UKR,1977,12.5975
Ukraine,UKR,1978,12.9666
Ukraine,UKR,1979,13.0151
Ukraine,UKR,1980,13.4693
Ukraine,UKR,1981,13.1526
Ukraine,UKR,1982,13.3486
Ukraine,UKR,1983,13.4853
Ukraine,UKR,1984,13.5557
Ukraine,UKR,1985,14.5758
Ukraine,UKR,1986,14.4735
Ukraine,UKR,1987,14.3155
Ukraine,UKR,1988,14.1385
Ukraine,UKR,1989,13.2747
Ukraine,UKR,1990,13.7153
Ukraine,UKR,1991,12.2915
Ukraine,UKR,1992,11.4568
Ukraine,UKR,1993,9.9423
Ukraine,UKR,1994,8.1972
Ukraine,UKR,1995,7.6589
Ukraine,UKR,1996,6.9475
Ukraine,UKR,1997,6.7795
Ukraine,UKR,1998,6.6051
Ukraine,UKR,1999,6.0501
Ukraine,UKR,2000,5.8425
Ukraine,UKR,2001,6.2717
Ukraine,UKR,2002,6.1624
Ukraine,UKR,2003,6.4523
Ukraine,UKR,2004,6.573
Ukraine,UKR,2005,6.6776
Ukraine,UKR,2006,7.1377
Ukraine,UKR,2007,7.2545
Ukraine,UKR,2008,7.0525
Ukraine,UKR,2009,6.0319
Ukraine,UKR,2010,6.422
Ukraine,UKR,2011,6.7504
Ukraine,UKR,2012,6.6876
Ukraine,UKR,2013,6.5637
Ukraine,UKR,2014,5.7083
Ukraine,UKR,2015,4.9825
Ukraine,UKR,2016,5.2334
Ukraine,UKR,2017,5.0145
Ukraine,UKR,2018,5.2441
Ukraine,UKR,2019,5.0594
Ukraine,UKR,2020,4.8912
United Arab Emirates,ARE,1959,0.1261
United Arab Emirates,ARE,1960,0.1189
United Arab Emirates,ARE,1961,0.109
United Arab Emirates,ARE,1962,0.1634
United Arab Emirates,ARE,1963,0.1757
United Arab Emirates,ARE,1964,0.1327
United Arab Emirates,ARE,1965,0.1467
United Arab Emirates,ARE,1966,0.1603
United Arab Emirates,ARE,1967,5.3956
United Arab Emirates,ARE,1968,6.8015
United Arab Emirates,ARE,1969,100.9705
United Arab Emirates,ARE,1970,64.9643
United Arab Emirates,ARE,1971,76.2874
United Arab Emirates,ARE,1972,70.8073
United Arab Emirates,ARE,1973,77.5556
United Arab Emirates,ARE,1974,66.9614
United Arab Emirates,ARE,1975,56.6211
United Arab Emirates,ARE,1976,62.1028
United Arab Emirates,ARE,1977,52.698
United Arab Emirates,ARE,1978,53.5652
United Arab Emirates,ARE,1979,39.2234
United Arab Emirates,ARE,1980,36.1188
United Arab Emirates,ARE,1981,33.5281
United Arab Emirates,ARE,1982,31.5524
United Arab Emirates,ARE,1983,28.6705
United Arab Emirates,ARE,1984,35.6698
United Arab Emirates,ARE,1985,36.3445
United Arab Emirates,ARE,1986,32.5156
United Arab Emirates,ARE,1987,30.942
United Arab Emirates,ARE,1988,29.5597
United Arab Emirates,ARE,1989,31.3999
United Arab Emirates,ARE,1990,28.2776
United Arab Emirates,ARE,1991,29.2559
United Arab Emirates,ARE,1992,28.1345
United Arab Emirates,ARE,1993,30.171
United Arab Emirates,ARE,1994,31.6447
United Arab Emirates,ARE,1995,28.9894
United Arab Emirates,ARE,1996,28.6615
United Arab Emirates,ARE,1997,27.3646
United Arab Emirates,ARE,1998,28.6798
United Arab Emirates,ARE,1999,26.144
United Arab Emirates,ARE,2000,35.6684
United Arab Emirates,ARE,2001,30.457
United Arab Emirates,ARE,2002,24.0597
United Arab Emirates,ARE,2003,28.4539
United Arab Emirates,ARE,2004,27.4793
United Arab Emirates,ARE,2005,24.9503
United Arab Emirates,ARE,2006,22.9686
United Arab Emirates,ARE,2007,21.6027
United Arab Emirates,ARE,2008,21.718
United Arab Emirates,ARE,2009,20.9034
United Arab Emirates,ARE,2010,21.1253
United Arab Emirates,ARE,2011,21.571
United Arab Emirates,ARE,2012,22.0474
United Arab Emirates,ARE,2013,22.3301
United Arab Emirates,ARE,2014,21.9148
United Arab Emirates,ARE,2015,23.3818
United Arab Emirates,ARE,2016,22.9321
United Arab Emirates,ARE,2017,17.7957
United Arab Emirates,ARE,2018,16.0112
United Arab Emirates,ARE,2019,15.7807
United Arab Emirates,ARE,2020,15.1933
United Kingdom,GBR,1750,1.0067
United Kingdom,GBR,1760,1.0198
United Kingdom,GBR,1770,1.1835
United Kingdom,GBR,1780,1.3767
United Kingdom,GBR,1790,1.6648
United Kingdom,GBR,1800,2.4775
United Kingdom,GBR,1801,2.4581
United Kingdom,GBR,1802,2.4445
United Kingdom,GBR,1803,2.7194
United Kingdom,GBR,1804,2.7027
United Kingdom,GBR,1805,2.7736
United Kingdom,GBR,1806,2.8999
United Kingdom,GBR,1807,2.8695
United Kingdom,GBR,1808,2.8398
United Kingdom,GBR,1809,2.8103
United Kingdom,GBR,1810,2.701
United Kingdom,GBR,1811,2.7727
United Kingdom,GBR,1812,2.7424
United Kingdom,GBR,1813,2.6204
United Kingdom,GBR,1814,2.5214
United Kingdom,GBR,1815,2.4331
United Kingdom,GBR,1816,2.4459
United Kingdom,GBR,1817,2.3367
United Kingdom,GBR,1818,2.2117
United Kingdom,GBR,1819,2.1248
United Kingdom,GBR,1820,2.0538
United Kingdom,GBR,1821,2.0096
United Kingdom,GBR,1822,2.0429
United Kingdom,GBR,1823,2.1235
United Kingdom,GBR,1824,2.1953
United Kingdom,GBR,1825,2.1899
United Kingdom,GBR,1826,2.1861
United Kingdom,GBR,1827,2.2481
United Kingdom,GBR,1828,2.2347
United Kingdom,GBR,1829,2.2388
United Kingdom,GBR,1830,2.8153
United Kingdom,GBR,1831,2.6977
United Kingdom,GBR,1832,2.6617
United Kingdom,GBR,1833,2.6308
United Kingdom,GBR,1834,2.6057
United Kingdom,GBR,1835,2.5683
United Kingdom,GBR,1836,2.9777
United Kingdom,GBR,1837,2.8442
United Kingdom,GBR,1838,2.893
United Kingdom,GBR,1839,2.943
United Kingdom,GBR,1840,3.0427
United Kingdom,GBR,1841,3.0603
United Kingdom,GBR,1842,3.1817
United Kingdom,GBR,1843,3.3151
United Kingdom,GBR,1844,3.4724
United Kingdom,GBR,1845,3.7084
United Kingdom,GBR,1846,3.5434
United Kingdom,GBR,1847,3.8281
United Kingdom,GBR,1848,4.0337
United Kingdom,GBR,1849,4.271
United Kingdom,GBR,1850,4.4985
United Kingdom,GBR,1851,4.2612
United Kingdom,GBR,1852,4.2234
United Kingdom,GBR,1853,4.174
United Kingdom,GBR,1854,4.9986
United Kingdom,GBR,1855,4.6516
United Kingdom,GBR,1856,4.9747
United Kingdom,GBR,1857,4.8553
United Kingdom,GBR,1858,4.729
United Kingdom,GBR,1859,5.2154
United Kingdom,GBR,1860,5.7976
United Kingdom,GBR,1861,5.9969
United Kingdom,GBR,1862,5.7593
United Kingdom,GBR,1863,6.0731
United Kingdom,GBR,1864,6.4791
United Kingdom,GBR,1865,6.808
United Kingdom,GBR,1866,6.9556
United Kingdom,GBR,1867,7.0807
United Kingdom,GBR,1868,6.8867
United Kingdom,GBR,1869,7.1623
United Kingdom,GBR,1870,7.2496
United Kingdom,GBR,1871,7.6079
United Kingdom,GBR,1872,7.9382
United Kingdom,GBR,1873,8.1579
United Kingdom,GBR,1874,7.8495
United Kingdom,GBR,1875,8.2042
United Kingdom,GBR,1876,8.1093
United Kingdom,GBR,1877,8.1739
United Kingdom,GBR,1878,7.9488
United Kingdom,GBR,1879,7.9219
United Kingdom,GBR,1880,8.5544
United Kingdom,GBR,1881,8.9128
United Kingdom,GBR,1882,8.9129
United Kingdom,GBR,1883,9.1995
United Kingdom,GBR,1884,8.8851
United Kingdom,GBR,1885,8.7084
United Kingdom,GBR,1886,8.5599
United Kingdom,GBR,1887,8.7088
United Kingdom,GBR,1888,8.9817
United Kingdom,GBR,1889,9.2239
United Kingdom,GBR,1890,9.3564
United Kingdom,GBR,1891,9.469
United Kingdom,GBR,1892,9.1879
United Kingdom,GBR,1893,8.1525
United Kingdom,GBR,1894,9.2476
United Kingdom,GBR,1895,9.2476
United Kingdom,GBR,1896,9.4217
United Kingdom,GBR,1897,9.5808
United Kingdom,GBR,1898,9.5127
United Kingdom,GBR,1899,10.0982
United Kingdom,GBR,1900,10.1306
United Kingdom,GBR,1901,9.8224
United Kingdom,GBR,1902,10.1122
United Kingdom,GBR,1903,10.1013
United Kingdom,GBR,1904,10.0587
United Kingdom,GBR,1905,10.1008
United Kingdom,GBR,1906,10.3701
United Kingdom,GBR,1907,10.7368
United Kingdom,GBR,1908,10.381
United Kingdom,GBR,1909,10.3907
United Kingdom,GBR,1910,10.3986
United Kingdom,GBR,1911,10.5909
United Kingdom,GBR,1912,9.9786
United Kingdom,GBR,1913,10.8607
United Kingdom,GBR,1914,10.4856
United Kingdom,GBR,1915,10.5768
United Kingdom,GBR,1916,10.91
United Kingdom,GBR,1917,10.7368
United Kingdom,GBR,1918,9.96
United Kingdom,GBR,1919,9.7032
United Kingdom,GBR,1920,9.9975
United Kingdom,GBR,1921,6.789
United Kingdom,GBR,1922,9.0979
United Kingdom,GBR,1923,9.6845
United Kingdom,GBR,1924,10.1544
United Kingdom,GBR,1925,9.6126
United Kingdom,GBR,1926,5.2777
United Kingdom,GBR,1927,10.0189
United Kingdom,GBR,1928,9.4137
United Kingdom,GBR,1929,9.9156
United Kingdom,GBR,1930,9.4863
United Kingdom,GBR,1931,8.8462
United Kingdom,GBR,1932,8.4655
United Kingdom,GBR,1933,8.3434
United Kingdom,GBR,1934,8.9589
United Kingdom,GBR,1935,9.0384
United Kingdom,GBR,1936,9.5106
United Kingdom,GBR,1937,9.762
United Kingdom,GBR,1938,9.3149
United Kingdom,GBR,1939,9.3431
United Kingdom,GBR,1940,9.767
United Kingdom,GBR,1941,9.6124
United Kingdom,GBR,1942,9.5578
United Kingdom,GBR,1943,9.2351
United Kingdom,GBR,1944,8.9406
United Kingdom,GBR,1945,8.4145
United Kingdom,GBR,1946,8.7534
United Kingdom,GBR,1947,9.2223
United Kingdom,GBR,1948,9.4714
United Kingdom,GBR,1949,9.6232
United Kingdom,GBR,1950,9.8939
United Kingdom,GBR,1951,10.7753
United Kingdom,GBR,1952,10.4382
United Kingdom,GBR,1953,10.6443
United Kingdom,GBR,1954,10.8666
United Kingdom,GBR,1955,11.2986
United Kingdom,GBR,1956,11.2028
United Kingdom,GBR,1957,11.0828
United Kingdom,GBR,1958,10.7491
United Kingdom,GBR,1959,10.5024
United Kingdom,GBR,1960,11.1517
United Kingdom,GBR,1961,11.1633
United Kingdom,GBR,1962,11.1643
United Kingdom,GBR,1963,11.2781
United Kingdom,GBR,1964,11.2813
United Kingdom,GBR,1965,11.4694
United Kingdom,GBR,1966,11.3265
United Kingdom,GBR,1967,10.7909
United Kingdom,GBR,1968,11.0005
United Kingdom,GBR,1969,11.3492
United Kingdom,GBR,1970,11.7426
United Kingdom,GBR,1971,11.8458
United Kingdom,GBR,1972,11.5942
United Kingdom,GBR,1973,11.7768
United Kingdom,GBR,1974,11.003
United Kingdom,GBR,1975,10.743
United Kingdom,GBR,1976,10.6521
United Kingdom,GBR,1977,10.7531
United Kingdom,GBR,1978,10.7589
United Kingdom,GBR,1979,11.4672
United Kingdom,GBR,1980,10.3014
United Kingdom,GBR,1981,9.9706
United Kingdom,GBR,1982,9.748
United Kingdom,GBR,1983,9.6929
United Kingdom,GBR,1984,9.3925
United Kingdom,GBR,1985,9.9201
United Kingdom,GBR,1986,10.0589
United Kingdom,GBR,1987,10.0897
United Kingdom,GBR,1988,10.0381
United Kingdom,GBR,1989,10.2077
United Kingdom,GBR,1990,10.5076
United Kingdom,GBR,1991,10.62
United Kingdom,GBR,1992,10.3207
United Kingdom,GBR,1993,10.0454
United Kingdom,GBR,1994,9.9482
United Kingdom,GBR,1995,9.7798
United Kingdom,GBR,1996,10.1213
United Kingdom,GBR,1997,9.6443
United Kingdom,GBR,1998,9.7009
United Kingdom,GBR,1999,9.5563
United Kingdom,GBR,2000,9.6326
United Kingdom,GBR,2001,9.7475
United Kingdom,GBR,2002,9.4404
United Kingdom,GBR,2003,9.5947
United Kingdom,GBR,2004,9.5687
United Kingdom,GBR,2005,9.454
United Kingdom,GBR,2006,9.3318
United Kingdom,GBR,2007,9.0999
United Kingdom,GBR,2008,8.7617
United Kingdom,GBR,2009,7.861
United Kingdom,GBR,2010,8.0623
United Kingdom,GBR,2011,7.3327
United Kingdom,GBR,2012,7.5554
United Kingdom,GBR,2013,7.3462
United Kingdom,GBR,2014,6.7032
United Kingdom,GBR,2015,6.4127
United Kingdom,GBR,2016,6.0234
United Kingdom,GBR,2017,5.8082
United Kingdom,GBR,2018,5.6878
United Kingdom,GBR,2019,5.4644
United Kingdom,GBR,2020,4.8549
United States,USA,1800,0.0421
United States,USA,1801,0.0437
United States,USA,1802,0.0465
United States,USA,1803,0.0468
United States,USA,1804,0.0515
United States,USA,1805,0.0517
United States,USA,1806,0.0496
United States,USA,1807,0.0551
United States,USA,1808,0.0562
United States,USA,1809,0.0567
United States,USA,1810,0.0572
United States,USA,1811,0.0596
United States,USA,1812,0.0626
United States,USA,1813,0.0652
United States,USA,1814,0.068
United States,USA,1815,0.0706
United States,USA,1816,0.0755
United States,USA,1817,0.0791
United States,USA,1818,0.0833
United States,USA,1819,0.0788
United States,USA,1820,0.0794
United States,USA,1821,0.0806
United States,USA,1822,0.0818
United States,USA,1823,0.0829
United States,USA,1824,0.0907
United States,USA,1825,0.0987
United States,USA,1826,0.1111
United States,USA,1827,0.1189
United States,USA,1828,0.1273
United States,USA,1829,0.1394
United States,USA,1830,0.1577
United States,USA,1831,0.1663
United States,USA,1832,0.2159
United States,USA,1833,0.2451
United States,USA,1834,0.2286
United States,USA,1835,0.2838
United States,USA,1836,0.3026
United States,USA,1837,0.3301
United States,USA,1838,0.3045
United States,USA,1839,0.3247
United States,USA,1840,0.3359
United States,USA,1841,0.3452
United States,USA,1842,0.373
United States,USA,1843,0.4062
United States,USA,1844,0.4725
United States,USA,1845,0.552
United States,USA,1846,0.6076
United States,USA,1847,0.699
United States,USA,1848,0.7554
United States,USA,1849,0.7957
United States,USA,1850,0.8387
United States,USA,1851,1.0123
United States,USA,1852,1.0677
United States,USA,1853,1.1658
United States,USA,1854,1.243
United States,USA,1855,1.3873
United States,USA,1856,1.4116
United States,USA,1857,1.4038
United States,USA,1858,1.3811
United States,USA,1859,1.4596
United States,USA,1860,1.4858
United States,USA,1861,1.3932
United States,USA,1862,1.411
United States,USA,1863,1.5913
United States,USA,1864,1.6625
United States,USA,1865,1.6276
United States,USA,1866,1.6001
United States,USA,1867,1.9217
United States,USA,1868,2.1203
United States,USA,1869,2.3555
United States,USA,1870,2.4213
United States,USA,1871,2.4705
United States,USA,1872,2.9589
United States,USA,1873,3.1931
United States,USA,1874,3.0033
United States,USA,1875,2.9661
United States,USA,1876,2.8355
United States,USA,1877,3.0698
United States,USA,1878,2.9327
United States,USA,1879,3.4939
United States,USA,1880,3.8652
United States,USA,1881,3.9951
United States,USA,1882,4.3712
United States,USA,1883,4.6061
United States,USA,1884,4.7431
United States,USA,1885,4.7132
United States,USA,1886,4.8637
United States,USA,1887,5.0811
United States,USA,1888,6.0381
United States,USA,1889,5.2986
United States,USA,1890,6.2081
United States,USA,1891,6.4683
United States,USA,1892,6.6809
United States,USA,1893,6.6057
United States,USA,1894,6.0645
United States,USA,1895,6.7163
United States,USA,1896,6.6002
United States,USA,1897,6.7347
United States,USA,1898,7.2
United States,USA,1899,8.0994
United States,USA,1900,8.4143
United States,USA,1901,8.9814
United States,USA,1902,9.3288
United States,USA,1903,10.6978
United States,USA,1904,10.3411
United States,USA,1905,11.3363
United States,USA,1906,11.6635
United States,USA,1907,13.2916
United States,USA,1908,11.3937
United States,USA,1909,12.379
United States,USA,1910,13.2645
United States,USA,1911,12.911
United States,USA,1912,13.5663
United States,USA,1913,14.3525
United States,USA,1914,12.9212
United States,USA,1915,13.2123
United States,USA,1916,14.459
United States,USA,1917,15.673
United States,USA,1918,16.1623
United States,USA,1919,13.4852
United States,USA,1920,15.6217
United States,USA,1921,12.6114
United States,USA,1922,12.5353
United States,USA,1923,16.3202
United States,USA,1924,14.4013
United States,USA,1925,14.6923
United States,USA,1926,15.6973
United States,USA,1927,15.1192
United States,USA,1928,14.6453
United States,USA,1929,15.5022
United States,USA,1930,13.6188
United States,USA,1931,11.4747
United States,USA,1932,9.6374
United States,USA,1933,10.2631
United States,USA,1934,10.8515
United States,USA,1935,11.1966
United States,USA,1936,12.7656
United States,USA,1937,13.2625
United States,USA,1938,11.1359
United States,USA,1939,12.1734
United States,USA,1940,13.5274
United States,USA,1941,14.5805
United States,USA,1942,15.4896
United States,USA,1943,15.7903
United States,USA,1944,16.7588
United States,USA,1945,15.9519
United States,USA,1946,15.0525
United States,USA,1947,16.3479
United States,USA,1948,16.751
United States,USA,1949,13.8397
United States,USA,1950,16.0031
United States,USA,1951,16.2774
United States,USA,1952,15.6253
United States,USA,1953,15.7485
United States,USA,1954,14.7527
United States,USA,1955,15.8916
United States,USA,1956,16.3694
United States,USA,1957,15.9526
United States,USA,1958,15.1942
United States,USA,1959,15.4078
